ANO_1,ID_REGIAO,REGIAO,ID_MUNICIPIO,MUNICIPIO,ANO,MES,GR_NATUREZA,QT_VITIMAS
2023,3,Interior,291480,Itabuna,2023,8,HOMICIDIO DOLOSO,1
2024,3,Interior,291480,Itabuna,2024,8,HOMICIDIO DOLOSO,3
2023,3,Interior,291480,Itabuna,2023,8,HOMICÍDIO OCORRIDO EM PRESÍDIO,2
2024,3,Interior,291490,Itacare,2024,8,HOMICIDIO DOLOSO,1
2023,3,Interior,291510,Itagi,2023,8,HOMICIDIO DOLOSO,1
2024,3,Interior,291520,Itagiba,2024,8,HOMICIDIO DOLOSO,2
2023,3,Interior,291520,Itagiba,2023,8,HOMICIDIO DOLOSO,1
2023,3,Interior,291550,Itajuipe,2023,8,HOMICIDIO DOLOSO,1
2023,3,Interior,291560,Itamaraju,2023,8,HOMICIDIO DOLOSO,5
2024,3,Interior,291560,Itamaraju,2024,8,HOMICIDIO DOLOSO,1
2023,3,Interior,291570,Itamari,2023,8,HOMICIDIO DOLOSO,1
2024,3,Interior,291580,Itambe,2024,8,HOMICIDIO DOLOSO,1
2024,3,Interior,291620,Itape,2024,8,FEMINICIDIO,1
2024,3,Interior,291640,Itapetinga,2024,8,LESAO CORPORAL SEGUIDA DE MORTE,1
2023,3,Interior,291685,Itatim,2023,8,HOMICIDIO DOLOSO,1
2023,3,Interior,291730,Itubera,2023,8,LESAO CORPORAL SEGUIDA DE MORTE,1
2024,3,Interior,291733,Iuiu,2024,8,HOMICIDIO DOLOSO,1
2024,3,Interior,291750,Jacobina,2024,8,HOMICIDIO DOLOSO,1
2023,3,Interior,291750,Jacobina,2023,8,HOMICIDIO DOLOSO,2
2023,3,Interior,291760,Jaguaquara,2023,8,HOMICIDIO DOLOSO,1
2024,3,Interior,291770,Jaguarari,2024,8,HOMICIDIO DOLOSO,1
2023,3,Interior,291780,Jaguaripe,2023,8,HOMICIDIO DOLOSO,2
2023,3,Interior,291800,Jequie,2023,8,HOMICIDIO DOLOSO,3
2024,3,Interior,291800,Jequie,2024,8,HOMICIDIO DOLOSO,9
2023,3,Interior,291800,Jequie,2023,8,ROUBO COM RESULTADO MORTE - (LATROCINIO),1
2024,3,Interior,291810,Jeremoabo,2024,8,HOMICIDIO DOLOSO,3
2024,3,Interior,291820,Jiquiriça,2024,8,HOMICIDIO DOLOSO,1
2023,3,Interior,291830,Jitauna,2023,8,HOMICIDIO DOLOSO,1
2024,3,Interior,291830,Jitauna,2024,8,HOMICIDIO DOLOSO,1
2023,3,Interior,291840,Juazeiro,2023,8,HOMICIDIO DOLOSO,12
2024,3,Interior,291840,Juazeiro,2024,8,HOMICIDIO DOLOSO,7
2023,3,Interior,291845,Jucuruçu,2023,8,HOMICIDIO DOLOSO,1
2023,3,Interior,291850,Jussara,2023,8,HOMICIDIO DOLOSO,1
2023,3,Interior,291855,Jussari,2023,8,HOMICIDIO DOLOSO,1
2023,3,Interior,291915,Lapao,2023,8,FEMINICIDIO,1
2024,2,RMS,291920,Lauro de Freitas,2024,8,HOMICIDIO DOLOSO,2
2023,2,RMS,291920,Lauro de Freitas,2023,8,HOMICIDIO DOLOSO,7
2023,3,Interior,291930,Lençois,2023,8,HOMICIDIO DOLOSO,2
2024,3,Interior,291955,Luis Eduardo Magalhaes,2024,8,HOMICIDIO DOLOSO,4
2023,3,Interior,291955,Luis Eduardo Magalhaes,2023,8,HOMICIDIO DOLOSO,2
2024,3,Interior,291960,Macajuba,2024,8,FEMINICIDIO,1
2024,3,Interior,291970,Macarani,2024,8,HOMICIDIO DOLOSO,1
2023,3,Interior,291970,Macarani,2023,8,HOMICIDIO DOLOSO,1
2024,2,RMS,291992,Madre de Deus,2024,8,HOMICIDIO DOLOSO,2
2023,2,RMS,291992,Madre de Deus,2023,8,HOMICIDIO DOLOSO,1
2024,3,Interior,292050,Maracas,2024,8,LESAO CORPORAL SEGUIDA DE MORTE,1
2023,3,Interior,292070,Marau,2023,8,HOMICIDIO DOLOSO,1
2024,3,Interior,292090,Mascote,2024,8,HOMICIDIO DOLOSO,1
2023,2,RMS,292100,Mata de Sao Joao,2023,8,HOMICIDIO DOLOSO,12
2024,2,RMS,292100,Mata de Sao Joao,2024,8,HOMICIDIO DOLOSO,2
2023,3,Interior,292110,Medeiros Neto,2023,8,HOMICIDIO DOLOSO,2
2024,3,Interior,292110,Medeiros Neto,2024,8,HOMICIDIO DOLOSO,1
2024,3,Interior,292120,Miguel Calmon,2024,8,HOMICIDIO DOLOSO,2
2023,3,Interior,292120,Miguel Calmon,2023,8,HOMICIDIO DOLOSO,1
2024,3,Interior,292130,Milagres,2024,8,HOMICIDIO DOLOSO,1
2023,3,Interior,292150,Monte Santo,2023,8,HOMICIDIO DOLOSO,1
2024,3,Interior,292150,Monte Santo,2024,8,HOMICIDIO DOLOSO,1
2024,3,Interior,292170,Morro do Chapeu,2024,8,HOMICIDIO DOLOSO,1
2023,3,Interior,292200,Mucuri,2023,8,HOMICIDIO DOLOSO,3
2023,3,Interior,292210,Mundo Novo,2023,8,HOMICIDIO DOLOSO,1
2023,3,Interior,292240,Mutuipe,2023,8,HOMICIDIO DOLOSO,1
2023,3,Interior,292290,Nova Soure,2023,8,HOMICIDIO DOLOSO,1
2024,3,Interior,292370,Paratinga,2024,8,HOMICIDIO DOLOSO,1
2023,3,Interior,292390,Pau Brasil,2023,8,HOMICIDIO DOLOSO,1
2023,3,Interior,292400,Paulo Afonso,2023,8,HOMICIDIO DOLOSO,1
2023,3,Interior,292467,Pirai do Norte,2023,8,HOMICIDIO DOLOSO,1
2023,3,Interior,292470,Piripa,2023,8,HOMICIDIO DOLOSO,1
2023,3,Interior,292530,Porto Seguro,2023,8,HOMICIDIO DOLOSO,3
2023,3,Interior,292530,Porto Seguro,2023,8,FEMINICIDIO,1
2024,3,Interior,292530,Porto Seguro,2024,8,HOMICIDIO DOLOSO,3
2023,3,Interior,292550,Prado,2023,8,HOMICIDIO DOLOSO,2
2024,3,Interior,292575,Presidente Tancredo Neves,2024,8,HOMICIDIO DOLOSO,1
2023,3,Interior,292593,Quixabeira,2023,8,HOMICIDIO DOLOSO,1
2023,3,Interior,292595,Rafael Jambeiro,2023,8,HOMICIDIO DOLOSO,1
2023,3,Interior,292600,Remanso,2023,8,HOMICIDIO DOLOSO,2
2024,3,Interior,292600,Remanso,2024,8,HOMICIDIO DOLOSO,2
2023,3,Interior,292620,Riachao das Neves,2023,8,FEMINICIDIO,1
2024,3,Interior,292630,Riachao do Jacuipe,2024,8,FEMINICIDIO,1
2023,3,Interior,292660,Ribeira do Pombal,2023,8,HOMICIDIO DOLOSO,2
2023,3,Interior,292700,Rio Real,2023,8,HOMICIDIO DOLOSO,1
2024,3,Interior,292700,Rio Real,2024,8,HOMICIDIO DOLOSO,2
2024,1,Salvador,292740,Salvador,2024,8,LESAO CORPORAL SEGUIDA DE MORTE,1
2024,1,Salvador,292740,Salvador,2024,8,HOMICIDIO DOLOSO,60
2024,1,Salvador,292740,Salvador,2024,8,ROUBO COM RESULTADO MORTE - (LATROCINIO),1
2023,1,Salvador,292740,Salvador,2023,8,HOMICIDIO DOLOSO,89
2023,1,Salvador,292740,Salvador,2023,8,FEMINICIDIO,1
2023,1,Salvador,292740,Salvador,2023,8,LESAO CORPORAL SEGUIDA DE MORTE,2
2023,3,Interior,292750,Santa Barbara,2023,8,HOMICIDIO DOLOSO,1
2023,3,Interior,292760,Santa Brigida,2023,8,HOMICIDIO DOLOSO,1
2023,3,Interior,292770,Santa Cruz Cabralia,2023,8,HOMICIDIO DOLOSO,3
2024,3,Interior,292770,Santa Cruz Cabralia,2024,8,LESAO CORPORAL SEGUIDA DE MORTE,1
2023,3,Interior,292805,Santa Luzia,2023,8,HOMICIDIO DOLOSO,1
2024,3,Interior,292810,Santa Maria da Vitoria,2024,8,HOMICIDIO DOLOSO,1
2023,3,Interior,292840,Santa Rita de Cassia,2023,8,HOMICIDIO DOLOSO,1
2023,3,Interior,292850,Santa Terezinha,2023,8,HOMICIDIO DOLOSO,1
2024,3,Interior,292820,Santana,2024,8,FEMINICIDIO,1
2023,3,Interior,292860,Santo Amaro,2023,8,HOMICIDIO DOLOSO,1
2024,3,Interior,292860,Santo Amaro,2024,8,HOMICIDIO DOLOSO,1
2024,3,Interior,292870,Santo Antonio de Jesus,2024,8,HOMICIDIO DOLOSO,2
2023,3,Interior,292870,Santo Antonio de Jesus,2023,8,HOMICIDIO DOLOSO,1
2023,3,Interior,292880,Santo Estevao,2023,8,HOMICIDIO DOLOSO,3
2024,3,Interior,292890,Sao Desiderio,2024,8,HOMICIDIO DOLOSO,1
2023,3,Interior,292905,Sao Felix do Coribe,2023,8,HOMICIDIO DOLOSO,1
2024,3,Interior,292905,Sao Felix do Coribe,2024,8,HOMICIDIO DOLOSO,1
2024,2,RMS,292920,Sao Francisco do Conde,2024,8,HOMICIDIO DOLOSO,3
2023,2,RMS,292920,Sao Francisco do Conde,2023,8,HOMICIDIO DOLOSO,1
2024,3,Interior,292930,Sao Gonçalo dos Campos,2024,8,HOMICIDIO DOLOSO,1
2023,2,RMS,292950,Sao Sebastiao do Passe,2023,8,HOMICIDIO DOLOSO,1
2024,2,RMS,292950,Sao Sebastiao do Passe,2024,8,HOMICIDIO DOLOSO,2
2024,2,RMS,292950,Sao Sebastiao do Passe,2024,8,FEMINICIDIO,1
2024,3,Interior,292960,Sapeaçu,2024,8,HOMICIDIO DOLOSO,1
2023,3,Interior,292970,Satiro Dias,2023,8,HOMICIDIO DOLOSO,1
2023,3,Interior,292990,Seabra,2023,8,HOMICIDIO DOLOSO,1
2024,3,Interior,293010,Senhor do Bonfim,2024,8,HOMICIDIO DOLOSO,1
2023,3,Interior,293010,Senhor do Bonfim,2023,8,HOMICIDIO DOLOSO,1
2023,3,Interior,293020,Sento Se,2023,8,HOMICIDIO DOLOSO,2
2024,3,Interior,293020,Sento Se,2024,8,HOMICIDIO DOLOSO,2
2024,3,Interior,293015,Serra do Ramalho,2024,8,HOMICIDIO DOLOSO,1
2023,3,Interior,293040,Serra Preta,2023,8,ROUBO COM RESULTADO MORTE - (LATROCINIO),1
2023,3,Interior,293040,Serra Preta,2023,8,HOMICIDIO DOLOSO,1
2024,3,Interior,293050,Serrinha,2024,8,HOMICIDIO DOLOSO,2
2023,3,Interior,293060,Serrolandia,2023,8,FEMINICIDIO,1
2023,2,RMS,293070,Simões Filho,2023,8,HOMICIDIO DOLOSO,2
2023,2,RMS,293070,Simões Filho,2023,8,FEMINICIDIO,1
2024,2,RMS,293070,Simões Filho,2024,8,HOMICIDIO DOLOSO,3
2023,3,Interior,293077,Sobradinho,2023,8,HOMICIDIO DOLOSO,3
2024,3,Interior,293077,Sobradinho,2024,8,HOMICIDIO DOLOSO,2
2024,3,Interior,293135,Teixeira de Freitas,2024,8,HOMICIDIO DOLOSO,1
2023,3,Interior,293135,Teixeira de Freitas,2023,8,HOMICIDIO DOLOSO,5
2023,3,Interior,293140,Teodoro Sampaio,2023,8,HOMICIDIO DOLOSO,1
2023,3,Interior,293150,Teofilandia,2023,8,HOMICIDIO DOLOSO,1
2023,3,Interior,293160,Teolandia,2023,8,HOMICIDIO DOLOSO,1
2023,3,Interior,293180,Tremedal,2023,8,HOMICIDIO DOLOSO,1
2024,3,Interior,293190,Tucano,2024,8,HOMICIDIO DOLOSO,1
2023,3,Interior,293190,Tucano,2023,8,HOMICIDIO DOLOSO,1
2024,3,Interior,293200,Uaua,2024,8,HOMICIDIO DOLOSO,2
2023,3,Interior,293220,Ubaitaba,2023,8,HOMICIDIO DOLOSO,2
2024,3,Interior,293220,Ubaitaba,2024,8,HOMICIDIO DOLOSO,1
2024,3,Interior,293230,Ubata,2024,8,HOMICIDIO DOLOSO,1
2023,3,Interior,293230,Ubata,2023,8,HOMICIDIO DOLOSO,1
2024,3,Interior,293245,Umburanas,2024,8,HOMICIDIO DOLOSO,1
2023,3,Interior,293250,Una,2023,8,HOMICIDIO DOLOSO,1
2023,3,Interior,293290,Valença,2023,8,HOMICIDIO DOLOSO,5
2023,3,Interior,293305,Varzea da Roça,2023,8,HOMICIDIO DOLOSO,1
2023,3,Interior,293310,Varzea do Poço,2023,8,FEMINICIDIO,1
2024,3,Interior,293315,Varzea Nova,2024,8,HOMICIDIO DOLOSO,1
2023,3,Interior,293315,Varzea Nova,2023,8,HOMICIDIO DOLOSO,1
2023,2,RMS,293320,Vera Cruz,2023,8,HOMICIDIO DOLOSO,4
2024,3,Interior,293330,Vitoria da Conquista,2024,8,FEMINICIDIO,1
2023,3,Interior,293330,Vitoria da Conquista,2023,8,HOMICIDIO DOLOSO,10
2024,3,Interior,293330,Vitoria da Conquista,2024,8,HOMICIDIO DOLOSO,5
2023,3,Interior,293350,Wenceslau Guimaraes,2023,8,HOMICIDIO DOLOSO,1
2023,3,Interior,293360,Xique-Xique,2023,8,HOMICIDIO DOLOSO,2
2023,3,Interior,290030,Acajutiba,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,290070,Alagoinhas,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,290080,Alcobaça,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,290110,Amelia Rodrigues,2023,9,HOMICIDIO DOLOSO,2
2023,3,Interior,290130,Andarai,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,290150,Anguera,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,290210,Araci,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,290220,Aramari,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,290225,Arataca,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,290230,Aratuipe,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,290240,Aurelino Leal,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,290270,Barra,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,290290,Barra do Choça,2023,9,HOMICIDIO DOLOSO,2
2023,3,Interior,290320,Barreiras,2023,9,HOMICIDIO DOLOSO,3
2023,3,Interior,290360,Biritinga,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,290380,Boa Vista do Tupim,2023,9,HOMICIDIO DOLOSO,2
2023,3,Interior,290390,Bom Jesus da Lapa,2023,9,HOMICIDIO DOLOSO,3
2023,3,Interior,290460,Brumado,2023,9,HOMICIDIO DOLOSO,3
2023,3,Interior,290490,Cachoeira,2023,9,HOMICIDIO DOLOSO,2
2023,3,Interior,290520,Caetite,2023,9,HOMICIDIO DOLOSO,2
2023,3,Interior,290550,Caldeirao Grande,2023,9,HOMICIDIO DOLOSO,1
2023,2,RMS,290570,Camaçari,2023,9,HOMICIDIO DOLOSO,14
2023,3,Interior,290630,Canavieiras,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,290630,Canavieiras,2023,9,FEMINICIDIO,1
2023,2,RMS,290650,Candeias,2023,9,HOMICIDIO DOLOSO,3
2023,3,Interior,290660,Candiba,2023,9,FEMINICIDIO,1
2023,3,Interior,290670,Candido Sales,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,290680,Cansançao,2023,9,HOMICIDIO DOLOSO,2
2023,3,Interior,290720,Casa Nova,2023,9,HOMICIDIO DOLOSO,5
2023,3,Interior,290720,Casa Nova,2023,9,FEMINICIDIO,1
2023,3,Interior,290730,Castro Alves,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,290800,Coaraci,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,290820,Conceiçao da Feira,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,290850,Conceiçao do Jacuipe,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,290930,Correntina,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,290990,Curaça,2023,9,HOMICIDIO DOLOSO,1
2023,2,RMS,291005,Dias D Avila,2023,9,HOMICIDIO DOLOSO,3
2023,3,Interior,291072,Eunapolis,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,291080,Feira de Santana,2023,9,ROUBO COM RESULTADO MORTE - (LATROCINIO),1
2023,3,Interior,291080,Feira de Santana,2023,9,HOMICIDIO DOLOSO,43
2023,3,Interior,291120,Gandu,2023,9,HOMICIDIO DOLOSO,3
2023,3,Interior,291160,Governador Mangabeira,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,291180,Guaratinga,2023,9,LESAO CORPORAL SEGUIDA DE MORTE,1
2023,3,Interior,291180,Guaratinga,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,291220,Ibicoara,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,291230,Ibicui,2023,9,HOMICIDIO DOLOSO,5
2023,3,Interior,291270,Ibirapitanga,2023,9,LESAO CORPORAL SEGUIDA DE MORTE,1
2023,3,Interior,291280,Ibirapua,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,291290,Ibirataia,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,291345,Igrapiuna,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,291350,Iguai,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,291360,Ilheus,2023,9,HOMICIDIO DOLOSO,7
2023,3,Interior,291400,Ipira,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,291460,Irece,2023,9,HOMICIDIO DOLOSO,2
2023,3,Interior,291465,Itabela,2023,9,HOMICIDIO DOLOSO,2
2023,3,Interior,291470,Itaberaba,2023,9,HOMICIDIO DOLOSO,2
2023,3,Interior,291480,Itabuna,2023,9,FEMINICIDIO,1
2023,3,Interior,291490,Itacare,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,291500,Itaete,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,291550,Itajuipe,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,291560,Itamaraju,2023,9,HOMICIDIO DOLOSO,7
2023,3,Interior,291580,Itambe,2023,9,HOMICIDIO DOLOSO,1
2023,2,RMS,291610,Itaparica,2023,9,HOMICIDIO DOLOSO,2
2023,2,RMS,291610,Itaparica,2023,9,LESAO CORPORAL SEGUIDA DE MORTE,1
2023,3,Interior,291620,Itape,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,291630,Itapebi,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,291685,Itatim,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,291750,Jacobina,2023,9,LESAO CORPORAL SEGUIDA DE MORTE,1
2023,3,Interior,291750,Jacobina,2023,9,HOMICIDIO DOLOSO,2
2023,3,Interior,291760,Jaguaquara,2023,9,HOMICIDIO DOLOSO,2
2023,3,Interior,291760,Jaguaquara,2023,9,FEMINICIDIO,1
2023,3,Interior,291770,Jaguarari,2023,9,FEMINICIDIO,1
2023,3,Interior,291790,Jandaira,2023,9,FEMINICIDIO,1
2023,3,Interior,291800,Jequie,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,291810,Jeremoabo,2023,9,HOMICIDIO DOLOSO,2
2023,3,Interior,291840,Juazeiro,2023,9,HOMICIDIO DOLOSO,4
2023,3,Interior,291850,Jussara,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,291855,Jussari,2023,9,HOMICIDIO DOLOSO,1
2023,2,RMS,291920,Lauro de Freitas,2023,9,LESAO CORPORAL SEGUIDA DE MORTE,1
2023,2,RMS,291920,Lauro de Freitas,2023,9,HOMICIDIO DOLOSO,7
2023,3,Interior,291955,Luis Eduardo Magalhaes,2023,9,HOMICIDIO DOLOSO,6
2023,3,Interior,291980,Macaubas,2023,9,HOMICIDIO DOLOSO,1
2023,2,RMS,291992,Madre de Deus,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,292070,Marau,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,292080,Marcionilio Souza,2023,9,HOMICIDIO DOLOSO,1
2023,2,RMS,292100,Mata de Sao Joao,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,292110,Medeiros Neto,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,292140,Mirangaba,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,292150,Monte Santo,2023,9,HOMICIDIO DOLOSO,2
2023,3,Interior,292180,Mortugaba,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,292190,Mucuge,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,292200,Mucuri,2023,9,HOMICIDIO DOLOSO,4
2023,3,Interior,292205,Mulungu do Morro,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,292280,Nova Itarana,2023,9,HOMICIDIO DOLOSO,2
2023,3,Interior,292390,Pau Brasil,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,292400,Paulo Afonso,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,292405,Pe de Serra,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,292410,Pedrao,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,292510,PoçõEs,2023,9,HOMICIDIO DOLOSO,1
2023,2,RMS,292520,Pojuca,2023,9,HOMICIDIO DOLOSO,2
2023,3,Interior,292530,Porto Seguro,2023,9,HOMICIDIO DOLOSO,4
2023,3,Interior,292550,Prado,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,292595,Rafael Jambeiro,2023,9,ROUBO COM RESULTADO MORTE - (LATROCINIO),1
2023,3,Interior,292595,Rafael Jambeiro,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,292600,Remanso,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,292640,Riacho de Santana,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,292660,Ribeira do Pombal,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,292700,Rio Real,2023,9,HOMICIDIO DOLOSO,1
2023,1,Salvador,292740,Salvador,2023,9,LESAO CORPORAL SEGUIDA DE MORTE,1
2023,1,Salvador,292740,Salvador,2023,9,HOMICÍDIO DOLOSO COM INDÍCIO DE EXCLUDENTE DE ILICITUDE,1
2023,1,Salvador,292740,Salvador,2023,9,FEMINICIDIO,2
2023,1,Salvador,292740,Salvador,2023,9,HOMICIDIO DOLOSO,77
2023,3,Interior,292770,Santa Cruz Cabralia,2023,9,HOMICIDIO DOLOSO,2
2023,3,Interior,292830,Santanopolis,2023,9,FEMINICIDIO,1
2023,3,Interior,292870,Santo Antonio de Jesus,2023,9,HOMICIDIO DOLOSO,2
2023,3,Interior,292870,Santo Antonio de Jesus,2023,9,FEMINICIDIO,1
2023,3,Interior,292880,Santo Estevao,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,292895,Sao Domingos,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,292930,Sao Gonçalo dos Campos,2023,9,ROUBO COM RESULTADO MORTE - (LATROCINIO),1
2023,3,Interior,292930,Sao Gonçalo dos Campos,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,292940,Sao Miguel das Matas,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,293010,Senhor do Bonfim,2023,9,HOMICIDIO DOLOSO,2
2023,3,Interior,293060,Serrolandia,2023,9,HOMICIDIO DOLOSO,1
2023,2,RMS,293070,Simões Filho,2023,9,HOMICIDIO DOLOSO,5
2023,2,RMS,293070,Simões Filho,2023,9,LESAO CORPORAL SEGUIDA DE MORTE,1
2023,3,Interior,293077,Sobradinho,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,293135,Teixeira de Freitas,2023,9,HOMICIDIO DOLOSO,8
2023,3,Interior,293150,Teofilandia,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,293170,Terra Nova,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,293200,Uaua,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,293220,Ubaitaba,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,293230,Ubata,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,293250,Una,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,293280,Utinga,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,293290,Valença,2023,9,HOMICIDIO DOLOSO,1
2023,2,RMS,293320,Vera Cruz,2023,9,HOMICIDIO DOLOSO,2
2023,3,Interior,293325,Vereda,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,293330,Vitoria da Conquista,2023,9,HOMICIDIO DOLOSO,3
2023,3,Interior,293360,Xique-Xique,2023,9,HOMICIDIO DOLOSO,1
2023,3,Interior,290030,Acajutiba,2023,10,HOMICIDIO DOLOSO,1
2023,3,Interior,290070,Alagoinhas,2023,10,HOMICIDIO DOLOSO,2
2023,3,Interior,290070,Alagoinhas,2023,10,ROUBO COM RESULTADO MORTE - (LATROCINIO),1
2023,3,Interior,290080,Alcobaça,2023,10,HOMICIDIO DOLOSO,3
2023,3,Interior,290115,America Dourada,2023,10,HOMICIDIO DOLOSO,1
2023,3,Interior,290120,Anage,2023,10,HOMICIDIO DOLOSO,1
2023,3,Interior,290130,Andarai,2023,10,HOMICIDIO DOLOSO,1
2023,3,Interior,290170,Antonio Cardoso,2023,10,HOMICIDIO DOLOSO,1
2023,3,Interior,290190,Apora,2023,10,HOMICIDIO DOLOSO,2
2023,3,Interior,290205,Araças,2023,10,HOMICIDIO DOLOSO,2
2023,3,Interior,290210,Araci,2023,10,HOMICIDIO DOLOSO,1
2023,3,Interior,290265,Banzae,2023,10,HOMICIDIO DOLOSO,1
2023,3,Interior,290290,Barra do Choça,2023,10,HOMICIDIO DOLOSO,2
2023,3,Interior,290320,Barreiras,2023,10,HOMICIDIO DOLOSO,6
2023,3,Interior,290380,Boa Vista do Tupim,2023,10,HOMICIDIO DOLOSO,1
2023,3,Interior,290390,Bom Jesus da Lapa,2023,10,HOMICIDIO DOLOSO,2
2023,3,Interior,290470,Buerarema,2023,10,HOMICIDIO DOLOSO,2
2023,3,Interior,290475,Buritirama,2023,10,HOMICIDIO DOLOSO,3
2023,3,Interior,290490,Cachoeira,2023,10,FEMINICIDIO,1
2023,3,Interior,290530,Cafarnaum,2023,10,HOMICIDIO DOLOSO,1
2023,3,Interior,290560,Camacan,2023,10,HOMICIDIO DOLOSO,2
2023,2,RMS,290570,Camaçari,2023,10,HOMICIDIO DOLOSO,25
2023,3,Interior,290630,Canavieiras,2023,10,HOMICIDIO DOLOSO,1
2023,2,RMS,290650,Candeias,2023,10,HOMICIDIO DOLOSO,3
2023,3,Interior,290670,Candido Sales,2023,10,HOMICIDIO DOLOSO,1
2023,3,Interior,290680,Cansançao,2023,10,HOMICIDIO DOLOSO,1
2023,3,Interior,290682,Canudos,2023,10,HOMICIDIO DOLOSO,1
2023,3,Interior,290685,Capela do Alto Alegre,2023,10,HOMICIDIO DOLOSO,1
2023,3,Interior,290720,Casa Nova,2023,10,HOMICIDIO DOLOSO,2
2023,3,Interior,290770,Chorrocho,2023,10,HOMICIDIO DOLOSO,1
2023,3,Interior,290780,Cicero Dantas,2023,10,HOMICIDIO DOLOSO,1
2023,3,Interior,290830,Conceiçao do Almeida,2023,10,HOMICIDIO DOLOSO,2
2023,3,Interior,290850,Conceiçao do Jacuipe,2023,10,HOMICIDIO DOLOSO,3
2023,3,Interior,290930,Correntina,2023,10,HOMICIDIO DOLOSO,1
2023,3,Interior,290960,Crisopolis,2023,10,HOMICIDIO DOLOSO,1
2023,3,Interior,290980,Cruz das Almas,2023,10,LESAO CORPORAL SEGUIDA DE MORTE,1
2023,3,Interior,291000,Dario Meira,2023,10,HOMICIDIO DOLOSO,1
2023,2,RMS,291005,Dias D Avila,2023,10,HOMICIDIO DOLOSO,4
2023,3,Interior,291050,Entre Rios,2023,10,HOMICIDIO DOLOSO,3
2023,3,Interior,291072,Eunapolis,2023,10,HOMICIDIO DOLOSO,1
